date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm,sealevelpressure,windspeed
9/22/2016,29,23,1004.7,94,40,35,23,26,22,1009,1001,0.7,29.94,3.9
9/23/2016,30,23,1002.72,74,41,35,26,26,22,1007,1000,0,29.94,13.6
9/24/2016,30,22,1002.07,70,35,35,26,24,20,1006,999,0,29.88,11.7
9/25/2016,30,23,1002.75,79,37,35,26,25,19,1006,1000,0,29.88,9.7
9/26/2016,31,24,1004.27,79,39,35,27,26,23,1008,1002,0,29.93,9.7
9/27/2016,30,25,1005.2,89,51,34,25,27,24,1009,1003,0,29.9,9.7
9/28/2016,28,25,1004.75,100,61,32,23,27,22,1009,1001,61,29.91,25.3
9/29/2016,28,24,1004.05,100,62,33,22,27,22,1007,1001,0.6,29.86,21.4
9/30/2016,29,25,1003.04,94,45,34,24,27,22,1006,1000,0,29.88,25.3
10/1/2016,30,24,1004.34,89,38,35,25,26,22,1008,1002,0,29.93,19.4
10/2/2016,30,25,1006.82,89,44,34,26,26,21,1011,1004,0,29.92,3.9
10/3/2016,30,25,1006.89,89,49,34,25,26,23,1011,1004,0,29.87,5.8
10/4/2016,29,25,1006.64,94,49,33,25,27,22,1010,1004,0,29.89,3.9
10/5/2016,30,24,1006.07,89,45,35,25,26,22,1010,1003,0,29.88,3.9
10/6/2016,31,25,1006.02,89,43,36,26,26,22,1010,1004,0,29.87,5.8
10/7/2016,30,25,1006.32,89,34,34,26,27,20,1010,1003,0,29.82,7.8
10/8/2016,31,24,1006.48,84,32,36,26,26,21,1011,1003,0,29.82,21.4
10/9/2016,30,24,1006.73,84,40,34,26,26,22,1011,1004,0,29.91,13.6
10/10/2016,30,24,1006.21,84,38,35,24,26,22,1010,1003,0,29.87,19.4
10/11/2016,30,24,1006.2,89,47,35,24,26,21,1010,1003,0,29.81,3.9
10/12/2016,31,24,1006.11,84,40,36,26,26,23,1010,1003,0,29.82,3.9
10/13/2016,30,24,1007,89,38,34,26,26,21,1011,1004,0,29.92,7.8
10/14/2016,30,23,1007.63,94,37,34,25,26,18,1011,1005,0,29.94,11.7
10/15/2016,30,22,1008.46,94,33,35,24,24,16,1012,1006,0,30.01,11.7
10/16/2016,28,21,1008.82,89,32,34,23,24,17,1012,1006,0,29.98,13.6
10/17/2016,28,22,1008.04,89,34,34,23,23,19,1011,1005,0,29.9,9.7
10/18/2016,29,21,1007.04,89,30,35,23,23,15,1011,1004,0,29.92,7.8
10/19/2016,28,22,1006.16,89,35,34,23,24,18,1010,1003,0,29.98,5.8
10/20/2016,29,22,1005.43,89,34,34,24,25,19,1009,1003,0,29.87,1.9
10/21/2016,28,20,1006.59,89,28,34,23,23,17,1010,1004,0,29.97, 
10/22/2016,28,20,1007.98,78,28,34,23,23,16,1011,1006,0,30.03,25.3
10/23/2016,28,19,1008.55,88,24,34,22,22,16,1012,1006,0,30.02,9.7
10/24/2016,28,18,1008.32,83,26,34,22,22,14,1012,1005,0,29.97,5.8
10/25/2016,28,19,1009.25,70,29,34,23,19,18,1011,1007,0,29.99,21.4
10/26/2016,28,18,1007.59,78,26,35,22,20,16,1011,1005,0,29.96,11.7
10/27/2016,28,19,1008.45,83,28,34,23,21,16,1012,1006,0,29.87,17.5
10/28/2016,28,20,1007.93,74,29,33,24,23,16,1012,1005,0,29.88,21.4
10/29/2016,29,23,1007.54,84,44,33,25,25,22,1011,1005,0,30.02,23.3
10/30/2016,27,24,1008.84,94,66,30,24,26,23,1013,1007,3,30.01,25.3
10/31/2016,28,24,1010.95,94,42,33,24,25,21,1015,1009,0.3,29.97,11.7
11/1/2016,28,24,1010.09,100,51,33,24,26,23,1013,1008,0,30.01,9.7
11/2/2016,26,24,1009.36,94,71,30,23,26,23,1013,1007,0,30.06,9.7
11/3/2016,27,25,1008.55,100,70,31,23,26,23,1012,1006,2,29.97,9.7
11/4/2016,28,23,1006.71,100,30,34,23,25,19,1010,1004,0,30.03,9.7
11/5/2016,28,22,1006.64,94,35,33,23,25,18,1010,1004,0,30.03,13.6
11/6/2016,28,22,1008.25,89,41,34,23,25,19,1012,1006,0,29.97,15.6
11/7/2016,27,23,1010.12,94,47,31,23,25,21,1013,1008,0,29.93,17.5
11/8/2016,27,21,1010.73,94,40,31,23,24,15,1014,1008,0,30,9.7
11/9/2016,26,17,1011.73,88,30,32,20,21,14,1016,1003,0,30.01,11.7
11/10/2016,26,18,1011.23,88,37,31,21,22,14,1015,1009,0,29.94,19.4
11/11/2016,26,19,1010.55,83,39,31,21,20,17,1014,1009,0,30.01,13.6
11/12/2016,26,22,1011.06,88,46,31,22,24,20,1015,1009,0.6,29.98,13.6
11/13/2016,28,24,1011.98,94,52,32,23,26,23,1016,1010,0,29.88,19.4
11/14/2016,28,24,1011.57,94,48,33,24,26,21,1015,1010,0,29.89,15.6
11/15/2016,28,24,1011.14,94,47,33,23,25,22,1014,1009,0,29.98,13.6
11/16/2016,27,24,1011,100,53,32,22,25,22,1014,1009,0,29.96,17.5
11/17/2016,28,23,1011.12,94,48,31,24,25,21,1014,1009,0,29.93, 
11/18/2016,27,21,1010.16,89,41,31,23,23,19,1014,1008,0,29.99,15.6
11/19/2016,26,21,1009.41,94,44,30,22,23,19,1013,1007,0,29.95, 
11/20/2016,26,21,1009.69,88,46,30,22,22,20,1013,1007,0,29.85, 
11/21/2016,26,21,1010.05,89,45,31,22,22,20,1014,1008,0,29.83, 
11/22/2016,26,20,1009.96,88,37,31,21,22,18,1013,1008,0, ,19.4
11/23/2016,26,18,1010.18,94,24,32,20,22,11,1014,1008,0,29.9,15.6
11/24/2016,26,19,1010.71,88,38,31,21,22,16,1014,1008,0,29.83,23.3
11/25/2016,26,19,1009.96,83,32,31,20,20,17,1013,1007,0,29.87,17.5
11/26/2016,26,19,1010.9,88,40,31,20,20,16,1014,1009,0,29.96,13.6
11/27/2016,26,18,1010.38,94,35,32,19,20,15,1014,1008,0,29.97,11.7
11/28/2016,24,20,1010.48,94,38,30,19,22,17,1014,1008,0,29.93,11.7
11/29/2016,24,20,1011.41,100,47,30,19,22,19,1015,1009,0,29.96,7.8
11/30/2016,25,20,1011.07,94,41,30,20,22,19,1015,1009,0,30.03,9.7
12/1/2016,24,22,1008.55,100,66,26,22,25,20,1012,1007,35,30.01,9.7
12/2/2016,26,23,1009.93,95,64,29,22,25,21,1013,1008,0,29.98,11.7
12/3/2016,24,24,1012.09,100,75,27,21,26,22,1016,1010,30,30.04,13.6
12/4/2016,26,24,1012.93,100,63,30,22,25,23,1017,1011,0.4,30.04,13.6
12/5/2016,26,23,1011.73,100,55,30,23,25,21,1015,1009,0,30.01,15.6
12/6/2016,26,19,1011.32,91,31,31,21,22,15,1015,1009,0,30,13.6
12/7/2016,25,22,1010.77,89,64,29,21,24,20,1014,1009,0.3,30.01,11.7
12/8/2016,26,22,1010.52,94,44,30,22,23,20,1015,1008,0, ,9.7
12/9/2016,25,19,1009.09,94,31,30,20,22,14,1013,1006,0,30.06,7.8
12/10/2016,24,17,1008.29,88,31,29,19,19,14,1019,1005,0,30.02,5.8
12/11/2016,24,16,1005.79,83,26,30,19,20,13,1010,1003,2,30.03,9.7
12/12/2016,21,21,995.59,100,74,23,19,24,19,1007,974,195,30.01,9.7
12/13/2016,24,23,1006.86,100,70,29,20,25,20,1012,1004,0,30.05,5.8
12/14/2016,26,23,1009.98,100,60,30,21,25,21,1014,1008,0,29.9,27.2
12/15/2016,26,23,1011.11,100,49,31,22,24,20,1015,1009,2,29.91,9.7
12/16/2016,26,22,1012.59,94,45,30,23,24,19,1016,1010,0,29.97,27.2
12/17/2016,25,21,1012.95,94,53,29,21,23,19,1017,1010,0,29.96,25.3
12/18/2016,25,21,1012.57,96,40,30,20,22,18,1016,1011,0,30.08,5.8
12/19/2016,25,20,1012.48,94,41,30,20,22,18,1016,1010,0,30.06,9.7
12/20/2016,26,21,1012.12,88,54,30,21,22,20,1016,1010,0,29.97,13.6
12/21/2016,26,22,1012.64,94,53,30,21,23,20,1017,1010,0,29.98,11.7
12/22/2016,25,19,1011.86,100,26,30,20,22,14,1016,1009,0,30.04,9.7
12/23/2016,24,18,1010.66,94,33,29,19,20,13,1014,1008,0,30.04,1.9
12/24/2016,24,18,1009.75,94,46,29,18,20,16,1014,1007,0,29.98,9.7
12/25/2016,24,18,1010.75,88,42,29,18,19,17,1014,1009,0,29.98,13.6
12/26/2016,24,19,1011.02,94,44,29,19,22,18,1014,1009,0,30.04,7.8
12/27/2016,26,21,1010.92,94,44,30,21,23,20,1014,1008,0,30.01,13.6
12/28/2016,26,21,1011.58,89,46,30,22,22,19,1015,1009,0,29.93,9.7
12/29/2016,25,19,1012.29,94,43,30,20,20,17,1016,1010,0,29.96,9.7
12/30/2016,24,19,1012.64,94,37,30,19,22,17,1016,1010,0,30,5.8
12/31/2016,24,19,1012.07,88,40,30,18,21,17,1016,1009,0,29.95,3.9
1/1/2017,26,20,1012.16,89,39,30,21,22,18,1016,1010,0,29.99,15.6
1/2/2017,26,21,1012.48,94,49,30,21,22,19,1016,1010,0,30.07,15.6
1/3/2017,25,19,1012.14,94,33,31,19,21,16,1016,1009,0,30.05,13.6
1/4/2017,24,20,1011.84,94,34,30,19,21,16,1015,1010,0,29.99,13.6
1/1/2017,26,20,1012.16,89,39,30,21,22,18,1016,1010,0,30.08,15.6
1/2/2017,26,21,1012.48,94,49,30,21,22,19,1016,1010,0,30.06,11.7
1/3/2017,25,19,1012.14,94,33,31,19,21,16,1016,1009,0,30.01,13.6
1/4/2017,24,20,1011.84,94,34,30,19,21,16,1015,1010,0,29.92,5.8
1/5/2017,25,20,1011.23,94,42,30,20,22,18,1015,1009,0,30.02,7.8
1/6/2017,25,20,1010.95,94,44,30,20,22,18,1015,1009,0,30.07,11.7
1/7/2017,24,19,1009.79,94,37,30,19,21,17,1014,1007,0,29.96,15.6
1/8/2017,24,18,1009.5,94,39,29,18,20,15,1013,1007,0,29.98,13.6
1/9/2017,24,18,1009.77,88,34,30,18,20,16,1014,1008,0,30.04,9.7
1/10/2017,24,19,1010.05,88,39,30,19,21,17,1014,1008,0,30.04,11.7
1/11/2017,24,19,1010.46,94,39,30,19,21,18,1014,1008,0,29.97,9.7
1/12/2017,25,20,1009.95,94,48,30,20,21,19,1014,1007,0,29.99,7.8
1/13/2017,25,19,1010.43,94,37,30,20,22,16,1014,1009,0,30.05,7.8
1/14/2017,24,19,1011.64,94,38,30,19,21,15,1015,1009,0,30.03,7.8
1/15/2017,26,20,1013.34,88,51,30,21,21,19,1017,1011,0,29.95,15.6
1/16/2017,24,19,1013.29,94,41,28,19,21,17,1018,1011,0,29.88,11.7
1/17/2017,24,18,1013.14,94,37,29,19,20,16,1017,1011,0,29.95,11.7
1/18/2017,24,17,1014.04,83,40,29,19,19,16,1017,1012,0,29.94,9.7
1/19/2017,24,18,1013.84,83,43,30,19,19,16,1017,1012,0,29.88,9.7
1/20/2017,26,20,1013,83,44,29,22,22,19,1016,1010,0,29.83,15.6
1/21/2017,27,22,1013.73,79,52,30,24,23,20,1018,1011,0,29.85,11.7
1/22/2017,26,20,1014.98,89,46,31,22,22,19,1018,1013,0,29.96,11.7
1/23/2017,26,20,1014.52,94,30,32,21,22,14,1019,1012,0,30.02,9.7
1/24/2017,26,20,1013.84,94,42,30,21,22,18,1017,1012,0,30,11.7
1/25/2017,26,20,1014.55,88,42,30,23,21,19,1018,1012,0,29.91,9.7
1/26/2017,27,22,1014.85,94,61,30,24,24,20,1017,1013,1,29.97,11.7
1/27/2017,26,24,1013.71,94,57,30,23,25,22,1015,1012,4,29.91,9.7
1/28/2017,27,23,1013.52,94,52,31,23,24,22,1015,1012,0,29.88,5.8
1/29/2017,26,22,1014.27,100,56,31,22,24,21,1017,1013,0,29.91,9.7
1/30/2017,25,21,1014.12,94,46,30,20,23,20,1017,1012,0,29.9,15.6
1/31/2017,26,20,1013.8,94,42,30,21,23,18,1016,1012,0,29.92,9.7
2/1/2017,25,19,1014.33,94,36,31,19,22,17,1016,1013,0,30.01,3.9
2/2/2017,24,20,1015.94,94,42,30,19,21,18,1018,1014,0,29.93,5.8
2/3/2017,25,20,1015.43,94,38,30,20,21,18,1018,1013,0,29.92,5.8
2/4/2017,24,19,1014.31,94,31,30,19,22,15,1017,1013,0,29.98,7.8
2/5/2017,25,18,1013.84,83,31,30,20,19,15,1016,1011,0,29.97,7.8
2/6/2017,25,17,1014,76,32,32,20,18,15,1015,1012,0,29.93,5.8
2/7/2017,26,17,1013.2,88,22,33,18,19,10,1016,1011,0,29.94,7.8
2/8/2017,24,17,1013.84,88,24,31,18,20,11,1016,1012,0,30.02,3.9
2/9/2017,24,18,1013.55,94,34,30,19,20,16,1016,1011,0,30.01,1.9
2/10/2017,24,17,1012.87,83,30,31,18,18,14,1015,1010,0,29.93,5.8
2/11/2017,24,18,1014.04,88,33,30,18,19,16,1016,1012,0,29.99,15.6
2/12/2017,25,18,1015.47,83,31,31,19,20,15,1018,1013,0,29.96,13.6
2/13/2017,26,20,1016.6,88,41,31,21,22,19,1019,1015,0,29.96,13.6
2/14/2017,28,21,1017.67,78,43,32,24,22,20,1020,1016,0,30,15.6
2/15/2017,26,20,1017.94,89,42,31,22,22,17,1020,1016,0,29.83,15.6
2/16/2017,26,18,1016.25,88,33,31,22,21,14,1019,1013,0,29.95,13.6
2/17/2017,25,18,1015.02,88,31,31,19,22,15,1018,1013,0,30.04,15.6
2/18/2017,25,19,1015.38,88,36,31,19,21,18,1018,1013,0,30.03,11.7
2/19/2017,26,20,1014.07,94,41,32,19,21,19,1017,1011,0,29.94,13.6
2/20/2017,28,21,1010.83,94,22,35,20,24,16,1014,1007,0,29.95,13.6
2/21/2017,28,22,1010.11,94,31,35,21,24,17,1013,1008,0,30.01,11.7
2/22/2017,28,23,1010.84,94,42,34,21,24,19,1013,1009,0,30.02,13.6
2/23/2017,27,22,1012.24,94,39,33,21,24,19,1015,1010,0,29.97,13.6
2/24/2017,26,21,1013.24,94,39,32,21,23,19,1015,1011,0,29.98,13.6
2/25/2017,26,21,1013.26,94,44,32,20,25,20,1016,1011,0,29.97,11.7
2/26/2017,25,22,1011.59,94,52,29,21,23,21,1014,1010,0,29.98,11.7
2/27/2017,26,22,1012.6,94,43,31,21,23,20,1015,1011,0,30.04,11.7
2/28/2017,26,21,1012.86,94,40,31,21,22,18,1016,1011,0,29.95,15.6
3/1/2017,26,21,1012.73,94,43,31,20,23,18,1014,1011,0,29.95,11.7
3/2/2017,26,21,1011.65,94,31,32,21,23,17,1015,1009,0,29.92,7.8
3/3/2017,26,22,1009.29,94,38,33,20,23,19,1012,1007,0,29.93,7.8
3/4/2017,28,24,1009,89,44,33,24,25,22,1011,1007,0,30.03,11.7
3/5/2017,29,24,1008.38,89,47,33,25,25,22,1011,1006,0,30.04,13.6
3/6/2017,29,25,1007.95,89,38,34,24,25,22,1010,1006,0,30.11,11.7
3/7/2017,30,25,1008.23,89,45,34,25,26,22,1011,1006,0,30.12,9.7
3/8/2017,29,24,1008.34,89,42,33,25,26,21,1013,1005,0,29.96,11.7
3/9/2017,30,25,1007.8,89,43,34,25,25,22,1010,1005,0,29.98,11.7
3/10/2017,30,25,1007.93,89,36,35,25,26,22,1010,1005,0,29.95,13.6
3/11/2017,31,24,1009.27,89,34,36,26,26,20,1012,1007,0,29.96,17.5
3/12/2017,30,25,1009.95,89,40,35,26,26,22,1012,1007,0,30.02,7.8
3/13/2017,30,25,1010.76,89,47,34,25,26,23,1013,1009,0,30.01,9.7
3/14/2017,30,25,1011.56,89,46,33,26,26,22,1014,1009,0,29.93,9.7
3/15/2017,29,24,1012.24,89,42,33,25,25,21,1014,1010,0,29.91,11.7
3/16/2017,28,23,1011.82,97,41,33,24,24,21,1014,1010,0,29.95,1.9
3/17/2017,29,23,1010.47,89,45,34,24,24,22,1013,1008,0,29.86,7.8
3/18/2017,30,24,1011.04,84,37,35,24,24,21,1014,1009,0,29.85,7.8
3/19/2017,30,24,1011.45,89,38,35,24,26,22,1014,1009,0,29.91,7.8
3/20/2017,30,25,1010.49,94,36,36,25,26,21,1013,1007,0,29.93,7.8
3/21/2017,30,25,1011.93,89,39,36,25,26,21,1014,1010,0,29.88,5.8
3/22/2017,30,24,1012,94,43,34,25,26,20,1015,1010,0,29.9,3.9
3/23/2017,28,22,1011.46,90,41,34,23,24,21,1014,1009,0,29.97,7.8
3/24/2017,28,21,1011.2,89,38,34,22,23,17,1013,1009,0,29.98,5.8
3/25/2017,28,22,1011.44,89,47,34,22,26,20,1014,1009,0,29.9,9.7
3/26/2017,28,22,1011.64,89,40,34,23,24,19,1014,1009,0,29.88,11.7
3/27/2017,28,22,1012,89,38,35,21,24,19,1015,1009,0,29.93,11.7
3/28/2017,29,24,1012.16,89,47,34,24,25,22,1015,1010,0,29.93,9.7
3/29/2017,28,24,1011.2,90,47,34,23,25,23,1013,1009,0,29.89,7.8
3/30/2017,29,24,1011.32,89,47,35,23,26,22,1014,1008,0,29.9,9.7
3/31/2017,30,25,1011.98,94,44,35,25,26,22,1015,1010,0,29.97,7.8
4/1/2017,30,24,1010.75,94,41,35,24,26,21,1014,1008,0,29.99,7.8
4/2/2017,30,25,1009.58,94,42,37,24,26,22,1012,1006,0,29.9,11.7
4/3/2017,31,25,1009.82,84,39,37,25,26,21,1012,1007,0,29.87,13.6
4/4/2017,30,26,1010.39,89,56,35,26,27,24,1013,1008,0,29.93,11.7
4/5/2017,31,26,1009.27,89,49,36,26,27,24,1012,1006,0,29.95,9.7
4/6/2017,32,26,1008.46,89,46,37,26,28,24,1011,1005,0,29.91,7.8
4/7/2017,32,26,1008.38,89,40,37,26,27,22,1011,1005,0,29.91,9.7
4/8/2017,30,25,1008.6,91,42,36,25,26,22,1011,1006,0,29.95,11.7
4/9/2017,31,26,1008.53,89,47,36,26,27,23,1011,1006,0,29.96,9.7
4/10/2017,32,25,1007.64,93,37,38,26,27,20,1010,1005,0,29.88,9.7
4/11/2017,31,26,1007.48,89,35,36,26,27,22,1010,1005,0,29.88,7.8
4/12/2017,31,26,1008.34,89,50,36,26,27,24,1011,1006,0,29.94,7.8
4/13/2017,30,25,1008.73,94,47,35,25,26,24,1011,1006,0,29.94,7.8
4/14/2017,28,25,1008.2,94,52,33,24,26,23,1010,1006,0,29.88,7.8
4/15/2017,30,25,1006.55,94,47,35,24,26,23,1009,1003,0,29.89,5.8
4/16/2017,34,25,1005.39,89,23,41,26,28,16,1008,1002,0,29.85, 
4/17/2017,34,25,1006.12,89,21,42,26,28,18,1008,1003,0,29.9,11.7
4/18/2017,32,25,1006.69,84,34,38,27,27,21,1009,1004,0,29.91,7.8
4/19/2017,32,26,1007.31,84,41,37,27,28,25,1010,1004,0,29.85,7.8
4/20/2017,32,26,1007,89,50,37,26,28,25,1010,1004,0,29.85,13.6
4/21/2017,32,25,1007.2,86,37,38,27,26,22,1010,1004,0,29.96,5.8
4/22/2017,32,25,1006.8,79,34,38,27,27,22,1010,1004,0,29.94,9.7
4/23/2017,33,26,1006.7,84,35,39,27,28,23,1009,1004,0,29.85,11.7
4/24/2017,33,27,1007.07,89,40,39,27,28,23,1009,1004,0,29.83,11.7
4/25/2017,32,27,1007.67,88,50,37,28,28,22,1010,1005,0,29.88,13.6
4/26/2017,32,26,1007.91,89,49,37,27,27,22,1010,1006,0,29.86,11.7
4/27/2017,32,25,1008.35,89,28,38,27,28,21,1010,1006,0,29.79,7.8
4/28/2017,32,26,1008.91,89,35,37,27,27,22,1012,1006,0,29.79,3.9
4/29/2017,32,24,1008.8,84,37,37,26,27,20,1011,1006,0,29.88,7.8
4/30/2017,32,25,1008.89,84,36,37,27,27,23,1012,1006,0,29.87,13.6
5/1/2017,31,24,1009.71,84,35,36,26,26,19,1012,1007,0,29.78,11.7
5/2/2017,31,25,1010.77,84,47,35,27,26,22,1013,1009,0,29.76,11.7
5/3/2017,30,24,1010.66,84,38,36,25,26,22,1013,1008,0,29.76, 
5/4/2017,30,25,1010.14,84,36,36,25,27,21,1012,1008,0,29.75,19.4
5/5/2017,32,25,1009.89,89,41,37,26,27,23,1012,1007,0,29.82,15.6
5/6/2017,32,26,1010.18,84,40,37,27,28,24,1013,1007,0,29.84,3.9
5/7/2017,32,26,1010.55,84,41,37,27,27,23,1013,1007,0,29.75, 
5/8/2017,32,23,1009.02,79,38,37,26,27,21,1012,1006,0,29.76, 
5/9/2017,33,24,1007.46,84,32,39,27,27,20,1010,1004,0,29.84, 
5/10/2017,30,24,1008.4,79,47,35,26,26,22,1012,1006,0,29.85,17.5
5/11/2017,30,25,1008.84,89,50,33,27,27,22,1011,1006,0.9,29.75,15.6
5/12/2017,31,26,1008.68,89,42,36,26,27,24,1011,1006,0,29.75, 
5/13/2017,31,25,1007.45,84,40,36,26,26,23,1010,1004,0,29.82,11.7
5/14/2017,33,26,1005.75,89,35,39,27,28,22,1008,1002,0,29.85,11.7
5/15/2017,35,25,1004,84,25,42,28,28,19,1006,1001,0,29.8,19.4
5/16/2017,34,25,1002.84,79,25,41,28,28,21,1005,1000,0,29.8,11.7
5/17/2017,36,25,1003,75,32,42,29,27,22,1007,1000,0,29.87,9.7
5/18/2017,36,23,1003.73,66,27,43,29,26,20,1006,1001,0,29.88,13.6
5/19/2017,35,22,1005,70,28,42,28,27,19,1007,1003,0,29.77,13.6
5/20/2017,34,23,1004.05,75,26,41,28,28,20,1007,1001,0,29.76,15.6
5/21/2017,34,23,1003.56,75,27,39,28,27,19,1005,1002,0,29.84,15.6
5/22/2017,33,26,1004.35,79,47,38,28,28,22,1007,1002,0,29.87,19.4
5/23/2017,34,22,1004.76,79,29,40,27,27,19,1007,1003,0,29.84, 
5/24/2017,34,26,1003.93,84,35,41,28,28,22,1006,1001,0,29.92, 
5/25/2017,32,26,1003.27,84,51,37,28,28,24,1005,1001,0,29.85,1.9
5/26/2017,34,24,1002.82,79,36,40,29,27,21,1005,1000,0,29.83,9.7
5/27/2017,34,24,1003.14,79,33,40,28,28,21,1004,1002,0,29.87,11.7
5/28/2017,34,24,1002.68,79,30,40,29,27,22,1005,1001,0,29.86,15.6
5/29/2017,35,22,1001.8,59,24,41,29,25,19,1004,999,0,29.81,9.7
5/30/2017,35,22,1001.71,70,22,41,29,27,18,1004,999,0,29.8,9.7
5/31/2017,34,23,1003.09,75,20,40,29,26,18,1005,1001,0,29.88,13.6
6/1/2017,33,24,1003.61,81,33,39,27,27,20,1006,1001,0,29.85,9.7
6/2/2017,32,25,1004.52,81,43,37,27,27,23,1007,1002,0,29.8,7.8
6/3/2017,34,24,1004.98,79,27,40,28,27,21,1007,1002,0,29.78,11.7
6/4/2017,34,23,1005.14,79,31,39,29,27,20,1007,1003,0,29.81,17.5
6/5/2017,34,24,1004.5,79,24,41,28,27,20,1006,1002,1,29.83,17.5
6/6/2017,32,23,1005.23,94,34,40,25,26,22,1008,1003,12,29.8, 
6/7/2017,28,23,1006.76,89,37,33,23,25,20,1009,1005,0,29.83, 
6/8/2017,31,22,1005.31,70,29,36,26,24,19,1008,1003,0,29.85, 
6/9/2017,32,22,1003.86,62,36,36,28,24,21,1006,1001,0,29.79, 
6/10/2017,33,22,1003.61,58,35,38,28,23,21,1006,1001,0,29.83, 
6/11/2017,33,22,1003.96,75,32,38,28,26,20,1007,1001,0,29.91, 
6/12/2017,33,23,1004.39,75,31,38,28,26,21,1007,1002,0,29.88, 
6/13/2017,34,24,1004.36,79,33,39,28,27,22,1006,1002,0,29.93,1.9
6/14/2017,33,25,1005.25,89,34,39,27,29,22,1007,1003,0.5,30,7.8
6/15/2017,32,24,1006.12,83,32,37,26,27,21,1008,1004,0,29.98,15.6
6/16/2017,32,24,1006.25,84,32,37,27,27,21,1008,1004,0.4,29.9, 
6/17/2017,31,25,1005.83,84,33,38,24,27,20,1008,1003,0,29.96, 
6/18/2017,32,24,1005.13,84,33,37,27,27,21,1008,1002,0,29.98, 
6/19/2017,30,25,1005.05,98,41,36,25,27,22,1008,1003,38,29.92, 
6/20/2017,28,25,1006.04,100,44,34,23,27,22,1008,1004,0,29.95, 
6/21/2017,32,24,1005.56,84,32,38,25,27,22,1008,1003,0,30.04, 
6/22/2017,32,24,1005.78,84,32,37,26,27,21,1008,1003,0,30.01, 
6/23/2017,32,24,1004.89,94,30,39,25,27,20,1007,1002,0,29.93, 
6/24/2017,29,24,1003.54,100,40,36,22,27,22,1006,1001,11,29.92, 
6/25/2017,30,23,1002.35,89,39,36,24,26,21,1004,1000,0,29.98, 
6/26/2017,31,23,1003.71,79,39,36,26,25,21,1005,1002,0,29.89, 
6/27/2017,32,23,1004.78,79,39,36,27,27,20,1007,1003,0,29.89, 
6/28/2017,32,22,1005.33,66,38,37,27,27,19,1008,1003,0,29.96, 
6/29/2017,32,21,1004.98,75,33,38,27,26,18,1007,1002,0,29.97, 
6/30/2017,32,23,1003.98,75,34,36,28,26,21,1006,1001,2,29.93, 
7/1/2017,31,23,1004.22,75,30,35,27,26,20,1006,1002,0,29.85,13.6
7/2/2017,32,23,1004.55,79,28,38,27,26,19,1007,1002,0,29.9,11.7
7/3/2017,32,24,1005.63,89,37,37,27,26,22,1008,1003,2,29.85,11.7
7/4/2017,31,23,1006.21,81,31,37,25,26,21,1008,1004,0,29.87,5.8
7/5/2017,33,23,1005.8,75,30,39,27,26,20,1008,1003,0,29.96, 
7/6/2017,31,23,1005.84,94,35,38,24,27,20,1008,1003,47,30.02, 
7/7/2017,28,24,1006.3,94,44,34,21,26,22,1008,1004,0,29.99, 
7/8/2017,30,24,1006.04,79,53,33,26,25,23,1008,1004,0,29.89, 
7/9/2017,30,24,1005.98,100,36,37,23,26,21,1009,1003,46,29.89, 
7/10/2017,29,24,1006.73,94,47,36,22,27,22,1009,1004,0,29.95, 
7/11/2017,30,24,1006.3,89,40,35,24,26,22,1009,1004,50,29.97, 
7/12/2017,27,24,1007.14,100,60,31,23,26,21,1009,1004,0,29.92, 
7/13/2017,29,24,1005.88,86,47,33,25,28,22,1008,1004,0.2,29.94, 
7/14/2017,29,23,1005.85,84,50,31,27,26,21,1008,1004,0,30.01, 
7/15/2017,30,23,1006.09,81,52,33,26,27,21,1008,1004,0.3,29.99, 
7/16/2017,29,23,1005.12,94,47,33,25,25,21,1007,1003,0,29.89, 
7/17/2017,30,23,1003.52,81,48,33,27,27,21,1006,1001,0,29.86, 
7/18/2017,32,23,1003.32,79,38,36,28,26,21,1005,1001,0,29.91, 
7/19/2017,32,22,1003.62,83,40,37,26,26,21,1006,1000,2,29.91, 
7/20/2017,31,23,1003.83,79,33,38,24,27,21,1006,1001,0,29.92, 
7/21/2017,32,21,1004.55,75,30,38,27,26,16,1007,1001,0,29.87, 
7/22/2017,33,23,1005.07,74,42,38,28,26,22,1007,1002,0,29.89, 
7/23/2017,33,24,1004.91,79,35,38,28,27,21,1007,1002,0,29.96, 
7/24/2017,32,24,1005.14,84,32,38,27,26,21,1007,1002,0,29.94, 
7/25/2017,32,24,1004.4,84,30,37,27,26,21,1007,1002,0,29.88, 
7/26/2017,32,24,1004.36,89,31,38,26,26,22,1007,1001,36,29.88, 
7/27/2017,30,25,1005.5,94,36,36,24,27,21,1008,1003,0,29.93, 
7/28/2017,30,24,1006.76,94,39,36,25,26,22,1010,1004,2,29.93, 
7/29/2017,30,25,1007.37,94,40,36,24,27,23,1010,1005,0,29.89, 
7/30/2017,30,25,1006.63,89,47,35,25,27,23,1009,1004,0,29.96, 
7/31/2017,30,25,1006.73,84,47,35,26,26,22,1009,1004,0,29.93, 
8/1/2017,30,25,1006.69,89,44,36,25,27,23,1008,1004,0,29.84, 
8/2/2017,30,25,1007.16,94,40,36,23,28,23,1009,1004,8,29.81, 
